index,geneDescription,pos,geneId,cluster
18,C1QR1 Chr:20p11.22,487,202878_s_at,G201
19,LOXL2 Chr:8p21.3-p21.2,511,202998_s_at,G201
20,IGFBP6 Chr:12q13,631,203851_at,G201
21,KDELR3 Chr:22q13.1,666,204017_at,G201
22,TPM2 Chr:9p13.2-p13.1,686,204083_s_at,G201
23,CDH5 Chr:16q22.1,808,204677_at,G201
24,LTBP2 Chr:14q24,812,204682_at,G201
25,ENPEP Chr:4q25,851,204844_at,G201
26,ANGPT2 Chr:8p23.1,984,205572_at,G201
27,SERPINH1 Chr:11q13.5,1183,207714_s_at,G201
28,PDLIM1 Chr:10q22-q26.3,1235,208690_s_at,G201
29,FN1 Chr:2q34,1468,210495_x_at,G201
30,ANGPT2 Chr:8p23.1,1510,211148_s_at,G201
31,--- ---,1511,211161_s_at,G201
32,COL13A1 Chr:10q22,1516,211343_s_at,G201
33,LAMB1 Chr:7q22,1532,211651_s_at,G201
34,FN1 Chr:2q34,1541,211719_x_at,G201
35,COL4A2 Chr:13q34,1556,211964_at,G201
36,COL4A2 Chr:13q34,1557,211966_at,G201
37,COL4A1 Chr:13q34,1558,211980_at,G201
38,COL4A1 Chr:13q34,1559,211981_at,G201
39,NRP1 Chr:10p12,1586,212298_at,G201
40,MYO1B Chr:2q12-q34,1596,212364_at,G201
41,FN1 Chr:2q34,1600,212464_s_at,G201
42,COL5A1 Chr:9q34.2-q34.3,1603,212488_at,G201
43,SNAI2 Chr:8q11,1670,213139_at,G201
44,PLXDC1 Chr:17q21.1,1807,214081_at,G201
45,COL3A1 Chr:2q31,1892,215076_s_at,G201
46,FN1 Chr:2q34,1948,216442_x_at,G201
47,LXN Chr:3q25.32,2049,218729_at,G201
48,ELTD1 Chr:1p33-p32,2092,219134_at,G201
49,NOX4 Chr:11q14.2-q21,2166,219773_at,G201
50,COL5A2 Chr:2q14-q32,2258,221729_at,G201
51,COL5A2 Chr:2q14-q32,2259,221730_at,G201
1,KDELR2 Chr:7p22.2,216,200700_s_at,G203
52,CTHRC1 Chr:8q22.3,2543,225681_at,G201
53,MGC4677 Chr:2p11.2,2557,225799_at,G201
54,--- ---,2613,226311_at,G201
55,ITGA1 Chr:5q11.2,2669,226731_at,G201
56,--- ---,2798,227628_at,G201
57,--- ---,2949,228776_at,G201
58,COL1A2 Chr:7q22.1,3001,229218_at,G201
59,LOC116441 Chr:3q24,3103,230061_at,G201
2,LAMC1 Chr:1q31,220,200771_at,G203
3,NID Chr:1q43,358,202007_at,G203
4,LAMA4 Chr:6q21,381,202202_s_at,G203
5,NID2 Chr:14q21-q22,689,204114_at,G203
6,EDNRA Chr:4q31.22,765,204464_s_at,G203
7,CDH5 Chr:16q22.1,808,204677_at,G203
8,FN1 Chr:2q34,1468,210495_x_at,G203
9,FN1 Chr:2q34,1541,211719_x_at,G203
10,COL4A2 Chr:13q34,1556,211964_at,G203
60,COL3A1 Chr:2q31,3304,232458_at,G201
61,FLJ12847 Chr:8p23.1,3456,236034_at,G201
62,FLJ12847 Chr:8p23.1,3531,237261_at,G201
11,COL4A2 Chr:13q34,1557,211966_at,G203
12,COL4A1 Chr:13q34,1558,211980_at,G203
13,COL4A1 Chr:13q34,1559,211981_at,G203
14,FN1 Chr:2q34,1600,212464_s_at,G203
15,PLXDC1 Chr:17q21.1,1807,214081_at,G203
16,FN1 Chr:2q34,1948,216442_x_at,G203
17,ETS1 Chr:11q23.3,2464,224833_at,G203
18,ITGA1 Chr:5q11.2,2669,226731_at,G203
19,--- ---,2949,228776_at,G203
1,CTSC Chr:11q14.1-q14.3,298,201487_at,G205
2,FCGR3A Chr:1q23,662,204006_s_at,G205
3,FCGR3A Chr:1q23,663,204007_at,G205
4,MNDA Chr:1q22,867,204959_at,G205
5,LY96 Chr:8q13.3,1114,206584_at,G205
6,TLR1 Chr:4p14,1448,210176_at,G205
7,GPR65 Chr:14q31-q32.1,1842,214467_at,G205
8,SART2 Chr:6q22,2063,218854_at,G205
9,MS4A4A Chr:11q12,2145,219607_s_at,G205
10,MS4A6A Chr:11q12.1,2150,219666_at,G205
1,KDELR2 Chr:7p22.2,216,200700_s_at,G204
1,IFI30 Chr:19p13.1,290,201422_at,G206
1,IFI30 Chr:19p13.1,290,201422_at,G207
11,MS4A6A Chr:11q12.1,2369,223280_x_at,G205
12,MS4A6A Chr:11q12.1,2432,224356_x_at,G205
13,MS4A6A Chr:11q12.1,3165,230550_at,G205
14,IMAP1 Chr:7q36.1,2,1552316_a_at,G205
15,MS4A4A Chr:11q12,72,1555728_a_at,G205
2,LAMC1 Chr:1q31,220,200771_at,G204
3,NID Chr:1q43,358,202007_at,G204
4,VWF Chr:12p13.3,371,202112_at,G204
5,LAMA4 Chr:6q21,381,202202_s_at,G204
6,NID2 Chr:14q21-q22,689,204114_at,G204
7,EDNRA Chr:4q31.22,765,204464_s_at,G204
8,CDH5 Chr:16q22.1,808,204677_at,G204
9,ENPEP Chr:4q25,851,204844_at,G204
10,ANGPT2 Chr:8p23.1,984,205572_at,G204
11,FN1 Chr:2q34,1468,210495_x_at,G204
2,LAPTM5 Chr:1p34,323,201721_s_at,G206
3,VAMP8 Chr:2p12-p11.2,435,202546_at,G206
4,ITGB2 Chr:21q22.3,477,202803_s_at,G206
5,HCLS1 Chr:3q13,505,202957_at,G206
6,CSF1R Chr:5q33-q35,517,203104_at,G206
7,CD53 Chr:1p13,566,203416_at,G206
8,TYROBP Chr:19q13.1,692,204122_at,G206
9,ALOX5AP Chr:13q12,708,204174_at,G206
10,FCER1G Chr:1q23,716,204232_at,G206
2,LAPTM5 Chr:1p34,323,201721_s_at,G207
3,CD14 Chr:5q31.1,324,201743_at,G207
4,VAMP8 Chr:2p12-p11.2,435,202546_at,G207
5,ITGB2 Chr:21q22.3,477,202803_s_at,G207
6,C1QB Chr:1p36.3-p34.1,504,202953_at,G207
7,HCLS1 Chr:3q13,505,202957_at,G207
8,CSF1R Chr:5q33-q35,517,203104_at,G207
9,CD53 Chr:1p13,566,203416_at,G207
10,TYROBP Chr:19q13.1,692,204122_at,G207
11,ALOX5AP Chr:13q12,708,204174_at,G207
12,ANGPT2 Chr:8p23.1,1510,211148_s_at,G204
13,FN1 Chr:2q34,1541,211719_x_at,G204
14,COL4A2 Chr:13q34,1556,211964_at,G204
15,COL4A2 Chr:13q34,1557,211966_at,G204
16,COL4A1 Chr:13q34,1558,211980_at,G204
17,COL4A1 Chr:13q34,1559,211981_at,G204
18,MYO1B Chr:2q12-q34,1596,212364_at,G204
19,FN1 Chr:2q34,1600,212464_s_at,G204
20,PLXDC1 Chr:17q21.1,1807,214081_at,G204
11,ALOX5 Chr:10q11.2,760,204446_s_at,G206
12,ITGAM Chr:16p11.2,1015,205786_s_at,G206
13,RNASE2 Chr:14q24-q31,1063,206111_at,G206
14,HCK Chr:20q11-q12,1199,208018_s_at,G206
15,PTPRC Chr:1q31-q32,1611,212588_at,G206
16,MSR1 Chr:8p22,1866,214770_at,G206
17,KYNU Chr:2q22.3,1971,217388_s_at,G206
18,RNASET2 Chr:6q27,1997,217983_s_at,G206
19,SLAMF8 Chr:1q23.1,2124,219386_s_at,G206
20,CLECSF12 Chr:12p13.2-p12.3,2256,221698_s_at,G206
21,SYK Chr:9q22,2583,226068_at,G206
12,FCER1G Chr:1q23,716,204232_at,G207
13,ALOX5 Chr:10q11.2,760,204446_s_at,G207
14,Z39IG Chr:xq12-q13.3,844,204787_at,G207
15,ITGAM Chr:16p11.2,1015,205786_s_at,G207
16,RNASE2 Chr:14q24-q31,1063,206111_at,G207
17,HCK Chr:20q11-q12,1199,208018_s_at,G207
18,PTPRC Chr:1q31-q32,1611,212588_at,G207
19,MSR1 Chr:8p22,1866,214770_at,G207
20,KYNU Chr:2q22.3,1971,217388_s_at,G207
21,RNASET2 Chr:6q27,1997,217983_s_at,G207
22,C1QA Chr:1p36.3-p34.1,2011,218232_at,G207
1,HLA-DPB1 Chr:6p21.3,256,201137_s_at,G208
21,FN1 Chr:2q34,1948,216442_x_at,G204
22,LXN Chr:3q25.32,2049,218729_at,G204
23,ELTD1 Chr:1p33-p32,2092,219134_at,G204
24,NOX4 Chr:11q14.2-q21,2166,219773_at,G204
25,ETS1 Chr:11q23.3,2464,224833_at,G204
26,MGC4677 Chr:2p11.2,2557,225799_at,G204
27,ITGA1 Chr:5q11.2,2669,226731_at,G204
28,--- ---,2949,228776_at,G204
22,TLR8 Chr:xp22,3048,229560_at,G206
23,LILRB1 Chr:19q13.4,3088,229937_x_at,G206
24,SIGLEC10 Chr:19q13.3,22,1552807_a_at,G206
25,FCER1G Chr:1q23,57,1554899_s_at,G206
26,ITGB2 Chr:21q22.3,65,1555349_a_at,G206
23,SLAMF8 Chr:1q23.1,2124,219386_s_at,G207
24,CLECSF12 Chr:12p13.2-p12.3,2256,221698_s_at,G207
25,C1QG Chr:1p36.11,2513,225353_s_at,G207
26,SYK Chr:9q22,2583,226068_at,G207
27,TLR8 Chr:xp22,3048,229560_at,G207
28,LILRB1 Chr:19q13.4,3088,229937_x_at,G207
29,SIGLEC10 Chr:19q13.3,22,1552807_a_at,G207
30,FCER1G Chr:1q23,57,1554899_s_at,G207
31,ITGB2 Chr:21q22.3,65,1555349_a_at,G207
2,LAPTM5 Chr:1p34,323,201721_s_at,G208
3,VAMP8 Chr:2p12-p11.2,435,202546_at,G208
4,ITGB2 Chr:21q22.3,477,202803_s_at,G208
5,CTSS Chr:1q21,490,202901_x_at,G208
6,CTSS Chr:1q21,491,202902_s_at,G208
7,C1QB Chr:1p36.3-p34.1,504,202953_at,G208
8,HCLS1 Chr:3q13,505,202957_at,G208
9,CSF1R Chr:5q33-q35,517,203104_at,G208
29,LOC116441 Chr:3q24,3103,230061_at,G204
30,FLJ12847 Chr:8p23.1,3456,236034_at,G204
31,FLJ12847 Chr:8p23.1,3531,237261_at,G204
10,CD53 Chr:1p13,566,203416_at,G208
11,FCGR2A Chr:1q23,586,203561_at,G208
12,FCGR3A Chr:1q23,662,204006_s_at,G208
13,FCGR3A Chr:1q23,663,204007_at,G208
14,TYROBP Chr:19q13.1,692,204122_at,G208
15,STAB1 Chr:3p21.31,699,204150_at,G208
16,FCER1G Chr:1q23,716,204232_at,G208
17,ALOX5 Chr:10q11.2,760,204446_s_at,G208
18,HLA-DRB3 Chr:6p21.3,804,204670_x_at,G208
19,MNDA Chr:1q22,867,204959_at,G208
20,ITGAM Chr:16p11.2,1015,205786_s_at,G208
21,RNASE2 Chr:14q24-q31,1063,206111_at,G208
22,HCK Chr:20q11-q12,1199,208018_s_at,G208
23,HLA-DRB3 Chr:6p21.3,1215,208306_x_at,G208
24,HLA-DRA Chr:6p21.3,1248,208894_at,G208
25,HLA-DRB1 Chr:6p21.3,1315,209312_x_at,G208
26,CD74 Chr:5q32,1357,209619_at,G208
27,HLA-DQB1 Chr:6p21.3,1393,209823_x_at,G208
28,HLA-DRA Chr:6p21.3,1499,210982_s_at,G208
29,--- ---,1519,211429_s_at,G208
30,EVI2B Chr:17q11.2,1543,211742_s_at,G208
31,HLA-DPA1 Chr:6p21.3,1562,211990_at,G208
32,HLA-DPA1 Chr:6p21.3,1563,211991_s_at,G208
33,PTPRC Chr:1q31-q32,1611,212588_at,G208
34,HLA-DPA1 Chr:6p21.3,1727,213537_at,G208
35,RNASE6 Chr:14q11.2,1730,213566_at,G208
36,GPR65 Chr:14q31-q32.1,1842,214467_at,G208
37,HLA-DRB3 Chr:6p21.3,1900,215193_x_at,G208
38,KYNU Chr:2q22.3,1971,217388_s_at,G208
39,HLA-DMA Chr:6p21.3,1974,217478_s_at,G208
40,C1QA Chr:1p36.3-p34.1,2011,218232_at,G208
41,SART2 Chr:6q22,2063,218854_at,G208
42,MS4A4A Chr:11q12,2145,219607_s_at,G208
43,SAMSN1 Chr:21q11,2205,220330_s_at,G208
44,CLECSF12 Chr:12p13.2-p12.3,2256,221698_s_at,G208
45,MS4A6A Chr:11q12.1,2369,223280_x_at,G208
46,MS4A7 Chr:11q12,2374,223343_at,G208
47,GPR34 Chr:xp11.4-p11.3,2404,223620_at,G208
48,MS4A6A Chr:11q12.1,2432,224356_x_at,G208
49,C1QG Chr:1p36.11,2513,225353_s_at,G208
50,DOCK8 Chr:9p24.3,2524,225502_at,G208
51,--- ---,2747,227265_at,G208
52,FYB Chr:5p13.1,2748,227266_s_at,G208
53,ZNFN1A1 Chr:7p13-p11.1,2755,227346_at,G208
54,MGC24133 Chr:1p13.2,2915,228532_at,G208
55,TLR8 Chr:xp22,3048,229560_at,G208
56,TAGAP Chr:6q25.3,3062,229723_at,G208
57,LILRB1 Chr:19q13.4,3088,229937_x_at,G208
58,CTSS Chr:1q21,3310,232617_at,G208
59,DOCK8 Chr:9p24.3,3319,232843_s_at,G208
60,FLJ33641 Chr:5q12.1,5,1552386_at,G208
61,SIGLEC10 Chr:19q13.3,22,1552807_a_at,G208
62,ITGB2 Chr:21q22.3,65,1555349_a_at,G208
63,FCER1G Chr:1q23,57,1554899_s_at,G208
64,MS4A4A Chr:11q12,72,1555728_a_at,G208
1,CD14 Chr:5q31.1,324,201743_at,G209
2,SERPINA1 Chr:14q32.1,479,202833_s_at,G209
3,C1QB Chr:1p36.3-p34.1,504,202953_at,G209
4,HCLS1 Chr:3q13,505,202957_at,G209
5,FCGR3A Chr:1q23,662,204006_s_at,G209
6,STAB1 Chr:3p21.31,699,204150_at,G209
7,ALOX5 Chr:10q11.2,760,204446_s_at,G209
8,MNDA Chr:1q22,867,204959_at,G209
9,HCK Chr:20q11-q12,1199,208018_s_at,G209
10,TLR1 Chr:4p14,1448,210176_at,G209
11,FCGR1A Chr:1q21.2-q21.3,1844,214511_x_at,G209
12,FCGR1A Chr:1q21.2-q21.3,1958,216950_s_at,G209
13,KYNU Chr:2q22.3,1971,217388_s_at,G209
14,C1QA Chr:1p36.3-p34.1,2011,218232_at,G209
15,SART2 Chr:6q22,2063,218854_at,G209
16,MS4A4A Chr:11q12,2145,219607_s_at,G209
17,TLR7 Chr:xp22.3,2196,220146_at,G209
18,LILRB1 Chr:19q13.4,3088,229937_x_at,G209
19,STAB1 Chr:3p21.31,3842,38487_at,G209
20,MS4A4A Chr:11q12,72,1555728_a_at,G209
21,SIGLEC10 Chr:19q13.3,22,1552807_a_at,G209
22,ITGB2 Chr:21q22.3,65,1555349_a_at,G209
23,FCER1G Chr:1q23,57,1554899_s_at,G209
1,HLA-DPB1 Chr:6p21.3,256,201137_s_at,G210
2,CTSC Chr:11q14.1-q14.3,298,201487_at,G210
3,LAPTM5 Chr:1p34,323,201721_s_at,G210
4,ITGB2 Chr:21q22.3,477,202803_s_at,G210
5,FCGR2A Chr:1q23,586,203561_at,G210
6,TYROBP Chr:19q13.1,692,204122_at,G210
7,ALOX5AP Chr:13q12,708,204174_at,G210
8,HLA-DRB3 Chr:6p21.3,804,204670_x_at,G210
9,HLA-DRB3 Chr:6p21.3,1215,208306_x_at,G210
10,HLA-DRA Chr:6p21.3,1248,208894_at,G210
1,CTSS Chr:1q21,490,202901_x_at,G211
11,HLA-DRB1 Chr:6p21.3,1315,209312_x_at,G210
12,CD74 Chr:5q32,1357,209619_at,G210
13,HLA-DRA Chr:6p21.3,1499,210982_s_at,G210
14,HLA-DPA1 Chr:6p21.3,1563,211991_s_at,G210
15,HLA-DRB3 Chr:6p21.3,1900,215193_x_at,G210
16,HLA-DMA Chr:6p21.3,1974,217478_s_at,G210
17,RNASET2 Chr:6q27,1997,217983_s_at,G210
18,MS4A7 Chr:11q12,2374,223343_at,G210
2,CTSS Chr:1q21,491,202902_s_at,G211
3,ITGAM Chr:16p11.2,1015,205786_s_at,G211
4,LY96 Chr:8q13.3,1114,206584_at,G211
5,--- ---,1519,211429_s_at,G211
6,PTPRC Chr:1q31-q32,1611,212588_at,G211
7,MSR1 Chr:8p22,1866,214770_at,G211
8,MS4A6A Chr:11q12.1,2150,219666_at,G211
9,MS4A6A Chr:11q12.1,2369,223280_x_at,G211
10,MS4A6A Chr:11q12.1,2432,224356_x_at,G211
19,DOCK8 Chr:9p24.3,2524,225502_at,G210
20,SYK Chr:9q22,2583,226068_at,G210
21,--- ---,2747,227265_at,G210
22,CTSS Chr:1q21,3310,232617_at,G210
23,DOCK8 Chr:9p24.3,3319,232843_s_at,G210
11,C1QG Chr:1p36.11,2513,225353_s_at,G211
12,FYB Chr:5p13.1,2748,227266_s_at,G211
13,ZNFN1A1 Chr:7p13-p11.1,2755,227346_at,G211
14,--- ---,3149,230391_at,G211
15,MS4A6A Chr:11q12.1,3165,230550_at,G211
1,HLA-DPB1 Chr:6p21.3,256,201137_s_at,G212
2,CTSC Chr:11q14.1-q14.3,298,201487_at,G212
3,LAPTM5 Chr:1p34,323,201721_s_at,G212
4,CD14 Chr:5q31.1,324,201743_at,G212
5,ITGB2 Chr:21q22.3,477,202803_s_at,G212
6,SERPINA1 Chr:14q32.1,479,202833_s_at,G212
7,CTSS Chr:1q21,490,202901_x_at,G212
8,CTSS Chr:1q21,491,202902_s_at,G212
9,C1QB Chr:1p36.3-p34.1,504,202953_at,G212
10,HCLS1 Chr:3q13,505,202957_at,G212
11,FCGR2A Chr:1q23,586,203561_at,G212
12,FCGR3A Chr:1q23,662,204006_s_at,G212
13,FCGR3A Chr:1q23,663,204007_at,G212
14,TYROBP Chr:19q13.1,692,204122_at,G212
15,STAB1 Chr:3p21.31,699,204150_at,G212
16,ALOX5AP Chr:13q12,708,204174_at,G212
17,FCER1G Chr:1q23,716,204232_at,G212
18,ALOX5 Chr:10q11.2,760,204446_s_at,G212
19,HLA-DRB3 Chr:6p21.3,804,204670_x_at,G212
20,Z39IG Chr:xq12-q13.3,844,204787_at,G212
21,MNDA Chr:1q22,867,204959_at,G212
22,ITGAM Chr:16p11.2,1015,205786_s_at,G212
23,RNASE2 Chr:14q24-q31,1063,206111_at,G212
24,LY96 Chr:8q13.3,1114,206584_at,G212
25,HCK Chr:20q11-q12,1199,208018_s_at,G212
26,HLA-DRB3 Chr:6p21.3,1215,208306_x_at,G212
27,HLA-DRA Chr:6p21.3,1248,208894_at,G212
28,HLA-DRB1 Chr:6p21.3,1315,209312_x_at,G212
29,CD74 Chr:5q32,1357,209619_at,G212
30,TLR1 Chr:4p14,1448,210176_at,G212
31,HLA-DRA Chr:6p21.3,1499,210982_s_at,G212
32,--- ---,1519,211429_s_at,G212
33,EVI2B Chr:17q11.2,1543,211742_s_at,G212
34,HLA-DPA1 Chr:6p21.3,1563,211991_s_at,G212
35,PTPRC Chr:1q31-q32,1611,212588_at,G212
36,GPR65 Chr:14q31-q32.1,1842,214467_at,G212
37,FCGR1A Chr:1q21.2-q21.3,1844,214511_x_at,G212
38,MSR1 Chr:8p22,1866,214770_at,G212
39,HLA-DRB3 Chr:6p21.3,1900,215193_x_at,G212
40,FCGR1A Chr:1q21.2-q21.3,1958,216950_s_at,G212
41,KYNU Chr:2q22.3,1971,217388_s_at,G212
42,HLA-DMA Chr:6p21.3,1974,217478_s_at,G212
43,RNASET2 Chr:6q27,1997,217983_s_at,G212
44,C1QA Chr:1p36.3-p34.1,2011,218232_at,G212
45,SART2 Chr:6q22,2063,218854_at,G212
46,MS4A4A Chr:11q12,2145,219607_s_at,G212
47,MS4A6A Chr:11q12.1,2150,219666_at,G212
48,TLR7 Chr:xp22.3,2196,220146_at,G212
49,MS4A6A Chr:11q12.1,2369,223280_x_at,G212
50,MS4A7 Chr:11q12,2374,223343_at,G212
51,MS4A6A Chr:11q12.1,2432,224356_x_at,G212
52,C1QG Chr:1p36.11,2513,225353_s_at,G212
53,DOCK8 Chr:9p24.3,2524,225502_at,G212
54,SYK Chr:9q22,2583,226068_at,G212
55,--- ---,2747,227265_at,G212
56,FYB Chr:5p13.1,2748,227266_s_at,G212
57,ZNFN1A1 Chr:7p13-p11.1,2755,227346_at,G212
58,MGC24133 Chr:1p13.2,2915,228532_at,G212
59,TLR8 Chr:xp22,3048,229560_at,G212
60,LILRB1 Chr:19q13.4,3088,229937_x_at,G212
61,--- ---,3149,230391_at,G212
62,MS4A6A Chr:11q12.1,3165,230550_at,G212
63,CTSS Chr:1q21,3310,232617_at,G212
64,DOCK8 Chr:9p24.3,3319,232843_s_at,G212
65,STAB1 Chr:3p21.31,3842,38487_at,G212
66,MS4A4A Chr:11q12,72,1555728_a_at,G212
67,SIGLEC10 Chr:19q13.3,22,1552807_a_at,G212
68,ITGB2 Chr:21q22.3,65,1555349_a_at,G212
69,FCER1G Chr:1q23,57,1554899_s_at,G212
1,FCGR2A Chr:1q23,586,203561_at,G213
2,FCGR3A Chr:1q23,662,204006_s_at,G213
3,FCGR3A Chr:1q23,663,204007_at,G213
4,MNDA Chr:1q22,867,204959_at,G213
5,TLR1 Chr:4p14,1448,210176_at,G213
6,GPR65 Chr:14q31-q32.1,1842,214467_at,G213
7,HLA-DMA Chr:6p21.3,1974,217478_s_at,G213
8,SART2 Chr:6q22,2063,218854_at,G213
9,MS4A4A Chr:11q12,2145,219607_s_at,G213
10,MS4A6A Chr:11q12.1,2150,219666_at,G213
11,MS4A6A Chr:11q12.1,2369,223280_x_at,G213
12,MS4A6A Chr:11q12.1,2432,224356_x_at,G213
13,MS4A6A Chr:11q12.1,3165,230550_at,G213
14,IMAP1 Chr:7q36.1,2,1552316_a_at,G213
15,MS4A4A Chr:11q12,72,1555728_a_at,G213
1,IFI30 Chr:19p13.1,290,201422_at,G214
2,LAPTM5 Chr:1p34,323,201721_s_at,G214
3,CD14 Chr:5q31.1,324,201743_at,G214
4,VAMP8 Chr:2p12-p11.2,435,202546_at,G214
5,ITGB2 Chr:21q22.3,477,202803_s_at,G214
6,CTSS Chr:1q21,490,202901_x_at,G214
7,CTSS Chr:1q21,491,202902_s_at,G214
8,C1QB Chr:1p36.3-p34.1,504,202953_at,G214
9,HCLS1 Chr:3q13,505,202957_at,G214
10,CD53 Chr:1p13,566,203416_at,G214
11,TYROBP Chr:19q13.1,692,204122_at,G214
12,ALOX5AP Chr:13q12,708,204174_at,G214
13,FCER1G Chr:1q23,716,204232_at,G214
14,Z39IG Chr:xq12-q13.3,844,204787_at,G214
15,HCK Chr:20q11-q12,1199,208018_s_at,G214
16,PTPRC Chr:1q31-q32,1611,212588_at,G214
17,RNASE6 Chr:14q11.2,1730,213566_at,G214
18,MSR1 Chr:8p22,1866,214770_at,G214
1,HLA-DPB1 Chr:6p21.3,256,201137_s_at,G215
19,KYNU Chr:2q22.3,1971,217388_s_at,G214
20,C1QA Chr:1p36.3-p34.1,2011,218232_at,G214
21,SLAMF8 Chr:1q23.1,2124,219386_s_at,G214
22,C1QG Chr:1p36.11,2513,225353_s_at,G214
23,TLR8 Chr:xp22,3048,229560_at,G214
24,CTSS Chr:1q21,3310,232617_at,G214
25,ITGB2 Chr:21q22.3,65,1555349_a_at,G214
26,SIGLEC10 Chr:19q13.3,22,1552807_a_at,G214
27,FCER1G Chr:1q23,57,1554899_s_at,G214
2,IFI30 Chr:19p13.1,290,201422_at,G215
3,LAPTM5 Chr:1p34,323,201721_s_at,G215
4,CD14 Chr:5q31.1,324,201743_at,G215
5,VAMP8 Chr:2p12-p11.2,435,202546_at,G215
6,ITGB2 Chr:21q22.3,477,202803_s_at,G215
7,CTSS Chr:1q21,490,202901_x_at,G215
8,CTSS Chr:1q21,491,202902_s_at,G215
9,C1QB Chr:1p36.3-p34.1,504,202953_at,G215
10,HCLS1 Chr:3q13,505,202957_at,G215
11,CSF1R Chr:5q33-q35,517,203104_at,G215
12,CD53 Chr:1p13,566,203416_at,G215
13,FCGR2A Chr:1q23,586,203561_at,G215
14,FCGR3A Chr:1q23,662,204006_s_at,G215
15,FCGR3A Chr:1q23,663,204007_at,G215
16,TYROBP Chr:19q13.1,692,204122_at,G215
17,ALOX5AP Chr:13q12,708,204174_at,G215
18,FCER1G Chr:1q23,716,204232_at,G215
1,IFI30 Chr:19p13.1,290,201422_at,G217
19,HLA-DRB3 Chr:6p21.3,804,204670_x_at,G215
20,Z39IG Chr:xq12-q13.3,844,204787_at,G215
21,MNDA Chr:1q22,867,204959_at,G215
22,CSTA Chr:3q21,871,204971_at,G215
23,RNASE2 Chr:14q24-q31,1063,206111_at,G215
24,HCK Chr:20q11-q12,1199,208018_s_at,G215
25,HLA-DRB3 Chr:6p21.3,1215,208306_x_at,G215
26,HLA-DRA Chr:6p21.3,1248,208894_at,G215
2,VAMP8 Chr:2p12-p11.2,435,202546_at,G217
3,CTSS Chr:1q21,490,202901_x_at,G217
4,CTSS Chr:1q21,491,202902_s_at,G217
5,CD53 Chr:1p13,566,203416_at,G217
6,TYROBP Chr:19q13.1,692,204122_at,G217
7,ALOX5AP Chr:13q12,708,204174_at,G217
8,FCER1G Chr:1q23,716,204232_at,G217
9,HCK Chr:20q11-q12,1199,208018_s_at,G217
10,PTPRC Chr:1q31-q32,1611,212588_at,G217
27,HLA-DRB1 Chr:6p21.3,1315,209312_x_at,G215
28,CD74 Chr:5q32,1357,209619_at,G215
29,TLR1 Chr:4p14,1448,210176_at,G215
30,TNFSF13 Chr:17p13.1,1460,210314_x_at,G215
31,HLA-DRA Chr:6p21.3,1499,210982_s_at,G215
32,HLA-DQB1 Chr:6p21.3,1533,211654_x_at,G215
33,HLA-DPA1 Chr:6p21.3,1563,211991_s_at,G215
34,PTPRC Chr:1q31-q32,1611,212588_at,G215
35,HLA-DQA1 Chr:6p21.3,1617,212671_s_at,G215
11,MSR1 Chr:8p22,1866,214770_at,G217
12,KYNU Chr:2q22.3,1971,217388_s_at,G217
13,RNASET2 Chr:6q27,1997,217983_s_at,G217
14,SLAMF8 Chr:1q23.1,2124,219386_s_at,G217
15,FCER1G Chr:1q23,57,1554899_s_at,G217
36,HLA-DQB1 Chr:6p21.3,1653,212998_x_at,G215
37,RNASE6 Chr:14q11.2,1730,213566_at,G215
38,GPR65 Chr:14q31-q32.1,1842,214467_at,G215
39,FCGR1A Chr:1q21.2-q21.3,1844,214511_x_at,G215
40,MSR1 Chr:8p22,1866,214770_at,G215
41,HLA-DRB3 Chr:6p21.3,1900,215193_x_at,G215
42,FCGR1A Chr:1q21.2-q21.3,1958,216950_s_at,G215
43,KYNU Chr:2q22.3,1971,217388_s_at,G215
44,HLA-DMA Chr:6p21.3,1974,217478_s_at,G215
45,RNASET2 Chr:6q27,1997,217983_s_at,G215
46,C1QA Chr:1p36.3-p34.1,2011,218232_at,G215
47,SART2 Chr:6q22,2063,218854_at,G215
48,SLAMF8 Chr:1q23.1,2124,219386_s_at,G215
49,MS4A4A Chr:11q12,2145,219607_s_at,G215
50,MS4A6A Chr:11q12.1,2150,219666_at,G215
51,TLR7 Chr:xp22.3,2196,220146_at,G215
52,SAMSN1 Chr:21q11,2205,220330_s_at,G215
53,MS4A6A Chr:11q12.1,2369,223280_x_at,G215
54,MS4A6A Chr:11q12.1,2432,224356_x_at,G215
55,C1QG Chr:1p36.11,2513,225353_s_at,G215
56,MGC24133 Chr:1p13.2,2915,228532_at,G215
57,TLR8 Chr:xp22,3048,229560_at,G215
58,LILRB1 Chr:19q13.4,3088,229937_x_at,G215
59,MS4A6A Chr:11q12.1,3165,230550_at,G215
60,CTSS Chr:1q21,3310,232617_at,G215
61,IMAP1 Chr:7q36.1,2,1552316_a_at,G215
62,ITGB2 Chr:21q22.3,65,1555349_a_at,G215
63,SIGLEC10 Chr:19q13.3,22,1552807_a_at,G215
1,CTSC Chr:11q14.1-q14.3,298,201487_at,G219
64,FCER1G Chr:1q23,57,1554899_s_at,G215
65,MS4A4A Chr:11q12,72,1555728_a_at,G215
2,FCGR3A Chr:1q23,662,204006_s_at,G219
3,FCGR3A Chr:1q23,663,204007_at,G219
4,MNDA Chr:1q22,867,204959_at,G219
5,LY96 Chr:8q13.3,1114,206584_at,G219
